video_id,rgb_path,thermal_path,class_id,class_name,split,is_hard_negative
250712192113_00052,RGB/holding_umbrella/hold_umbrella_squat_250712192113_00052_rgb.mp4,Thermal/holding_umbrella/hold_umbrella_squat_250712192113_00052_inf.mp4,6,holding_umbrella,train,FALSE
250726220004_00053,RGB/push/push_250726220004_00053_rgb.mp4,Thermal/push/push_250726220004_00053_inf.mp4,12,push,train,FALSE
250604113920_00023,RGB/photographing/photographing_250604113920_00023_rgb.mp4,Thermal/photographing/photographing_250604113920_00023_inf.mp4,9,photographing,train,FALSE
250712191124_00032,RGB/holding_umbrella/hold_umbrella_wave_250712191124_00032_rgb.mp4,Thermal/holding_umbrella/hold_umbrella_wave_250712191124_00032_inf.mp4,6,holding_umbrella,train,FALSE
250604173655_00112,RGB/call/call_250604173655_00112_rgb.mp4,Thermal/call/call_250604173655_00112_inf.mp4,0,call,train,FALSE
250712171537_00083,RGB/sit/sit_250712171537_00083_rgb.mp4,Thermal/sit/sit_250712171537_00083_inf.mp4,17,sit,train,TRUE
250619152829_00017,RGB/searching/searching_250619152829_00017_rgb.mp4,Thermal/searching/searching_250619152829_00017_inf.mp4,16,searching,train,FALSE
250622155606_00080,RGB/door_close/door_close_250622155606_00080_rgb.mp4,Thermal/door_close/door_close_250622155606_00080_inf.mp4,3,door_close,train,FALSE
250604175036_00099,RGB/slap/clap_250604175036_00099_rgb.mp4,Thermal/slap/clap_250604175036_00099_inf.mp4,18,slap,train,FALSE
250730122928_00080,RGB/using_smartphone/using_smartphone_250730122928_00080_rgb.mp4,Thermal/using_smartphone/using_smartphone_250730122928_00080_inf.mp4,24,using_smartphone,train,FALSE
250604181509_00118,RGB/climb_stairs/climb_stairs_250604181509_00118_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604181509_00118_inf.mp4,1,climb_stairs,train,FALSE
250609010727_00099,RGB/put_on_coat/put_on_coat_250609010727_00099_rgb.mp4,Thermal/put_on_coat/put_on_coat_250609010727_00099_inf.mp4,14,put_on_coat,train,FALSE
250613164718_00001,RGB/call/call_250613164718_00001_rgb.mp4,Thermal/call/call_250613164718_00001_inf.mp4,0,call,train,FALSE
250605194029_00025,RGB/drink/drink_250605194029_00025_rgb.mp4,Thermal/drink/drink_250605194029_00025_inf.mp4,5,drink,train,FALSE
250527015418_00033,RGB/walk/walk_250527015418_00033_rgb.mp4,Thermal/walk/walk_250527015418_00033_inf.mp4,25,walk,train,FALSE
250607142612_00071,RGB/drink/drink_250607142612_00071_rgb.mp4,Thermal/drink/drink_250607142612_00071_inf.mp4,5,drink,train,FALSE
250603160033_00080,RGB/photographing/photographing_250603160033_00080_rgb.mp4,Thermal/photographing/photographing_250603160033_00080_inf.mp4,9,photographing,train,FALSE
250805162624_00146,RGB/crouch/crouch_250805162624_00146_rgb.mp4,Thermal/crouch/crouch_250805162624_00146_inf.mp4,2,crouch,train,TRUE
250607160500_00013,RGB/walk/walk_250607160500_00013_rgb.mp4,Thermal/walk/walk_250607160500_00013_inf.mp4,25,walk,train,FALSE
250712200917_00343,RGB/sit/sit_250712200917_00343_rgb.mp4,Thermal/sit/sit_250712200917_00343_inf.mp4,17,sit,train,TRUE
250622110811_00005,RGB/using_smartphone/using_smartphone_250622110811_00005_rgb.mp4,Thermal/using_smartphone/using_smartphone_250622110811_00005_inf.mp4,24,using_smartphone,train,FALSE
250602122514_00057,RGB/run/run_250602122514_00057_rgb.mp4,Thermal/run/run_250602122514_00057_inf.mp4,15,run,train,FALSE
250604174745_00041,RGB/slap/clap_250604174745_00041_rgb.mp4,Thermal/slap/clap_250604174745_00041_inf.mp4,18,slap,train,FALSE
250605173838_00012,RGB/wave/wave_250605173838_00012_rgb.mp4,Thermal/wave/wave_250605173838_00012_inf.mp4,26,wave,train,FALSE
250603162015_00065,RGB/walk/walk_250603162015_00065_rgb.mp4,Thermal/walk/walk_250603162015_00065_inf.mp4,25,walk,train,FALSE
250603115414_00492,RGB/typing/typing_250603115414_00492_rgb.mp4,Thermal/typing/typing_250603115414_00492_inf.mp4,23,typing,train,FALSE
250603155124_00013,RGB/using_smartphone/using_smartphone_250603155124_00013_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603155124_00013_inf.mp4,24,using_smartphone,train,FALSE
250624191614_00005,RGB/squat/squat_250624191614_00005_rgb.mp4,Thermal/squat/squat_250624191614_00005_inf.mp4,20,squat,train,TRUE
250730150500_00174,RGB/pick/pick_250730150500_00174_rgb.mp4,Thermal/pick/pick_250730150500_00174_inf.mp4,10,pick,train,TRUE
250525234116_00250,RGB/walk/walk_250525234116_00250_rgb.mp4,Thermal/walk/walk_250525234116_00250_inf.mp4,25,walk,train,FALSE
250528151642_00149,RGB/run/run_250528151642_00149_rgb.mp4,Thermal/run/run_250528151642_00149_inf.mp4,15,run,train,FALSE
250607155916_00001,RGB/walk/walk_250607155916_00001_rgb.mp4,Thermal/walk/walk_250607155916_00001_inf.mp4,25,walk,train,FALSE
250619153013_00011,RGB/searching/searching_250619153013_00011_rgb.mp4,Thermal/searching/searching_250619153013_00011_inf.mp4,16,searching,train,FALSE
250623001219_00035,RGB/put_off_coat/put_off_coat_250623001219_00035_rgb.mp4,Thermal/put_off_coat/put_off_coat_250623001219_00035_inf.mp4,13,put_off_coat,train,FALSE
250607170158_00123,RGB/sleeping/sleeping_250607170158_00123_rgb.mp4,Thermal/sleeping/sleeping_250607170158_00123_inf.mp4,19,sleeping,train,FALSE
250530171457_00115,RGB/push/push_250530171457_00115_rgb.mp4,Thermal/push/push_250530171457_00115_inf.mp4,12,push,train,FALSE
250528152748_00427,RGB/run/run_250528152748_00427_rgb.mp4,Thermal/run/run_250528152748_00427_inf.mp4,15,run,train,FALSE
250730015350_00084,RGB/using_smartphone/using_smartphone_250730015350_00084_rgb.mp4,Thermal/using_smartphone/using_smartphone_250730015350_00084_inf.mp4,24,using_smartphone,train,FALSE
250619153150_00004,RGB/searching/searching_250619153150_00004_rgb.mp4,Thermal/searching/searching_250619153150_00004_inf.mp4,16,searching,train,FALSE
250525114623_00008,RGB/walk/walk_250525114623_00008_rgb.mp4,Thermal/walk/walk_250525114623_00008_inf.mp4,25,walk,train,FALSE
250619152826_00015,RGB/searching/searching_250619152826_00015_rgb.mp4,Thermal/searching/searching_250619152826_00015_inf.mp4,16,searching,train,FALSE
250622122640_00066,RGB/using_smartphone/using_smartphone_250622122640_00066_rgb.mp4,Thermal/using_smartphone/using_smartphone_250622122640_00066_inf.mp4,24,using_smartphone,train,FALSE
250605151852_00100,RGB/pour/pour_250605151852_00100_rgb.mp4,Thermal/pour/pour_250605151852_00100_inf.mp4,11,pour,train,FALSE
250607161324_00170,RGB/walk/walk_250607161324_00170_rgb.mp4,Thermal/walk/walk_250607161324_00170_inf.mp4,25,walk,train,FALSE
250604115223_00061,RGB/photographing/photographing_250604115223_00061_rgb.mp4,Thermal/photographing/photographing_250604115223_00061_inf.mp4,9,photographing,train,FALSE
250712194321_00084,RGB/walk/walk_250712194321_00084_rgb.mp4,Thermal/walk/walk_250712194321_00084_inf.mp4,25,walk,train,FALSE
250619152709_00076,RGB/slap/clap_250619152709_00076_rgb.mp4,Thermal/slap/clap_250619152709_00076_inf.mp4,18,slap,train,FALSE
250605151655_00056,RGB/pour/pour_250605151655_00056_rgb.mp4,Thermal/pour/pour_250605151655_00056_inf.mp4,11,pour,train,FALSE
250622121832_00048,RGB/using_smartphone/using_smartphone_250622121832_00048_rgb.mp4,Thermal/using_smartphone/using_smartphone_250622121832_00048_inf.mp4,24,using_smartphone,train,FALSE
250622110813_00023,RGB/using_smartphone/using_smartphone_250622110813_00023_rgb.mp4,Thermal/using_smartphone/using_smartphone_250622110813_00023_inf.mp4,24,using_smartphone,train,FALSE
250606153224_00002,RGB/pour/pour_250606153224_00002_rgb.mp4,Thermal/pour/pour_250606153224_00002_inf.mp4,11,pour,train,FALSE
250619153724_00058,RGB/wave/wave_250619153724_00058_rgb.mp4,Thermal/wave/wave_250619153724_00058_inf.mp4,26,wave,train,FALSE
250730012010_00043,RGB/pick/pick_250730012010_00043_rgb.mp4,Thermal/pick/pick_250730012010_00043_inf.mp4,10,pick,train,TRUE
250530170353_00128,RGB/push/push_250530170353_00128_rgb.mp4,Thermal/push/push_250530170353_00128_inf.mp4,12,push,train,FALSE
250607172849_00183,RGB/sleeping/sleeping_250607172849_00183_rgb.mp4,Thermal/sleeping/sleeping_250607172849_00183_inf.mp4,19,sleeping,train,FALSE
250726214806_00032,RGB/pick/pick_250726214806_00032_rgb.mp4,Thermal/pick/pick_250726214806_00032_inf.mp4,10,pick,train,TRUE
250624191743_00003,RGB/squat/squat_250624191743_00003_rgb.mp4,Thermal/squat/squat_250624191743_00003_inf.mp4,20,squat,train,TRUE
250604173733_00124,RGB/call/call_250604173733_00124_rgb.mp4,Thermal/call/call_250604173733_00124_inf.mp4,0,call,train,FALSE
250603155557_00114,RGB/using_smartphone/using_smartphone_250603155557_00114_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603155557_00114_inf.mp4,24,using_smartphone,train,FALSE
250607165512_00021,RGB/sleeping/sleeping_250607165512_00021_rgb.mp4,Thermal/sleeping/sleeping_250607165512_00021_inf.mp4,19,sleeping,train,FALSE
250525230534_00184,RGB/walk/walk_250525230534_00184_rgb.mp4,Thermal/walk/walk_250525230534_00184_inf.mp4,25,walk,train,FALSE
250619153253_00005,RGB/searching/searching_250619153253_00005_rgb.mp4,Thermal/searching/searching_250619153253_00005_inf.mp4,16,searching,train,FALSE
250604173237_00029,RGB/call/call_250604173237_00029_rgb.mp4,Thermal/call/call_250604173237_00029_inf.mp4,0,call,train,FALSE
250603154108_00013,RGB/using_smartphone/using_smartphone_250603154108_00013_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603154108_00013_inf.mp4,24,using_smartphone,train,FALSE
250606153334_00005,RGB/pour/pour_250606153334_00005_rgb.mp4,Thermal/pour/pour_250606153334_00005_inf.mp4,11,pour,train,FALSE
250607170000_00094,RGB/sleeping/sleeping_250607170000_00094_rgb.mp4,Thermal/sleeping/sleeping_250607170000_00094_inf.mp4,19,sleeping,train,FALSE
250619152138_00057,RGB/call/call_250619152138_00057_rgb.mp4,Thermal/call/call_250619152138_00057_inf.mp4,0,call,train,FALSE
250526133034_00295,RGB/put_on_coat/put_on_coat_250526133034_00295_rgb.mp4,Thermal/put_on_coat/put_on_coat_250526133034_00295_inf.mp4,14,put_on_coat,train,FALSE
250726224030_00080,RGB/pick/pick_250726224030_00080_rgb.mp4,Thermal/pick/pick_250726224030_00080_inf.mp4,10,pick,train,TRUE
250605182206_00008,RGB/drink/drink_250605182206_00008_rgb.mp4,Thermal/drink/drink_250605182206_00008_inf.mp4,5,drink,train,FALSE
250619152007_00023,RGB/call/call_250619152007_00023_rgb.mp4,Thermal/call/call_250619152007_00023_inf.mp4,0,call,train,FALSE
250622160235_00008,RGB/stand/stand_250622160235_00008_rgb.mp4,Thermal/stand/stand_250622160235_00008_inf.mp4,21,stand,train,FALSE
250602122550_00067,RGB/run/run_250602122550_00067_rgb.mp4,Thermal/run/run_250602122550_00067_inf.mp4,15,run,train,FALSE
250606153544_00007,RGB/pour/pour_250606153544_00007_rgb.mp4,Thermal/pour/pour_250606153544_00007_inf.mp4,11,pour,train,FALSE
250624191912_00031,RGB/stand/stand_250624191912_00031_rgb.mp4,Thermal/stand/stand_250624191912_00031_inf.mp4,21,stand,train,FALSE
250619153135_00070,RGB/searching/searching_250619153135_00070_rgb.mp4,Thermal/searching/searching_250619153135_00070_inf.mp4,16,searching,train,FALSE
250525234837_00266,RGB/turn/turn_250525234837_00266_rgb.mp4,Thermal/turn/turn_250525234837_00266_inf.mp4,22,turn,train,FALSE
250730021649_00030,RGB/using_smartphone/using_smartphone_250730021649_00030_rgb.mp4,Thermal/using_smartphone/using_smartphone_250730021649_00030_inf.mp4,24,using_smartphone,train,FALSE
250607160700_00013,RGB/walk/walk_250607160700_00013_rgb.mp4,Thermal/walk/walk_250607160700_00013_inf.mp4,25,walk,train,FALSE
250611141959_00018,RGB/drink/drink_250611141959_00018_rgb.mp4,Thermal/drink/drink_250611141959_00018_inf.mp4,5,drink,train,FALSE
250605174000_00010,RGB/wave/wave_250605174000_00010_rgb.mp4,Thermal/wave/wave_250605174000_00010_inf.mp4,26,wave,train,FALSE
250804214049_00111,RGB/stand/stand_250804214049_00111_rgb.mp4,Thermal/stand/stand_250804214049_00111_inf.mp4,21,stand,train,FALSE
250724114006_00013,RGB/push/push_250724114006_00013_rgb.mp4,Thermal/push/push_250724114006_00013_inf.mp4,12,push,train,FALSE
250607110145_00122,RGB/put_off_coat/put_off_coat_250607110145_00122_rgb.mp4,Thermal/put_off_coat/put_off_coat_250607110145_00122_inf.mp4,13,put_off_coat,train,FALSE
250624191644_00007,RGB/squat/squat_250624191644_00007_rgb.mp4,Thermal/squat/squat_250624191644_00007_inf.mp4,20,squat,train,TRUE
250726172716_00237,RGB/turn/turn_250726172716_00237_rgb.mp4,Thermal/turn/turn_250726172716_00237_inf.mp4,22,turn,train,FALSE
250804213945_00107,RGB/stand/stand_250804213945_00107_rgb.mp4,Thermal/stand/stand_250804213945_00107_inf.mp4,21,stand,train,FALSE
250606153738_00003,RGB/pour/pour_250606153738_00003_rgb.mp4,Thermal/pour/pour_250606153738_00003_inf.mp4,11,pour,train,FALSE
250605151724_00067,RGB/pour/pour_250605151724_00067_rgb.mp4,Thermal/pour/pour_250605151724_00067_inf.mp4,11,pour,train,FALSE
250804222727_00214,RGB/put_off_coat/put_off_coat_250804222727_00214_rgb.mp4,Thermal/put_off_coat/put_off_coat_250804222727_00214_inf.mp4,13,put_off_coat,train,FALSE
250606153306_00029,RGB/pour/pour_250606153306_00029_rgb.mp4,Thermal/pour/pour_250606153306_00029_inf.mp4,11,pour,train,FALSE
250530170759_00199,RGB/push/push_250530170759_00199_rgb.mp4,Thermal/push/push_250530170759_00199_inf.mp4,12,push,train,FALSE
250606145739_00065,RGB/searching/searching_250606145739_00065_rgb.mp4,Thermal/searching/searching_250606145739_00065_inf.mp4,16,searching,train,FALSE
250606234115_00020,RGB/put_off_coat/put_off_coat_250606234115_00020_rgb.mp4,Thermal/put_off_coat/put_off_coat_250606234115_00020_inf.mp4,13,put_off_coat,train,FALSE
250607160530_00010,RGB/walk/walk_250607160530_00010_rgb.mp4,Thermal/walk/walk_250607160530_00010_inf.mp4,25,walk,train,FALSE
250725125236_00050,RGB/door_close/door_close_250725125236_00050_rgb.mp4,Thermal/door_close/door_close_250725125236_00050_inf.mp4,3,door_close,train,FALSE
250607173310_00010,RGB/sleeping/sleeping_250607173310_00010_rgb.mp4,Thermal/sleeping/sleeping_250607173310_00010_inf.mp4,19,sleeping,train,FALSE
250525154721_00053,RGB/sit/sit_250525154721_00053_rgb.mp4,Thermal/sit/sit_250525154721_00053_inf.mp4,17,sit,train,TRUE
250611123828_00014,RGB/pick/pick_250611123828_00014_rgb.mp4,Thermal/pick/pick_250611123828_00014_inf.mp4,10,pick,train,TRUE
250622165906_00063,RGB/stand/stand_250622165906_00063_rgb.mp4,Thermal/stand/stand_250622165906_00063_inf.mp4,21,stand,train,FALSE
250712130128_00108,RGB/lift/lift_250712130128_00108_rgb.mp4,Thermal/lift/lift_250712130128_00108_inf.mp4,8,lift,train,TRUE
250725151843_00007,RGB/door_open/door_open_250725151843_00007_rgb.mp4,Thermal/door_open/door_open_250725151843_00007_inf.mp4,4,door_open,train,FALSE
250602122759_00104,RGB/run/run_250602122759_00104_rgb.mp4,Thermal/run/run_250602122759_00104_inf.mp4,15,run,train,FALSE
250605174143_00034,RGB/wave/wave_250605174143_00034_rgb.mp4,Thermal/wave/wave_250605174143_00034_inf.mp4,26,wave,train,FALSE
250603161323_00003,RGB/typing/typing_250603161323_00003_rgb.mp4,Thermal/typing/typing_250603161323_00003_inf.mp4,23,typing,train,FALSE
250622000919_00044,RGB/sit/sit_250622000919_00044_rgb.mp4,Thermal/sit/sit_250622000919_00044_inf.mp4,17,sit,train,TRUE
250608213508_00027,RGB/put_off_coat/put_off_coat_250608213508_00027_rgb.mp4,Thermal/put_off_coat/put_off_coat_250608213508_00027_inf.mp4,13,put_off_coat,train,FALSE
250606150301_00004,RGB/searching/searching_250606150301_00004_rgb.mp4,Thermal/searching/searching_250606150301_00004_inf.mp4,16,searching,train,FALSE
250607160956_00085,RGB/walk/walk_250607160956_00085_rgb.mp4,Thermal/walk/walk_250607160956_00085_inf.mp4,25,walk,train,FALSE
250529175711_00159,RGB/jump/jump_250529175711_00159_rgb.mp4,Thermal/jump/jump_250529175711_00159_inf.mp4,7,jump,train,FALSE
250726152500_00066,RGB/pick/pick_250726152500_00066_rgb.mp4,Thermal/pick/pick_250726152500_00066_inf.mp4,10,pick,train,TRUE
250729151156_00032,RGB/lift/lift_250729151156_00032_rgb.mp4,Thermal/lift/lift_250729151156_00032_inf.mp4,8,lift,train,TRUE
250607171517_00013,RGB/sleeping/sleeping_250607171517_00013_rgb.mp4,Thermal/sleeping/sleeping_250607171517_00013_inf.mp4,19,sleeping,train,FALSE
250804233643_00309,RGB/put_on_coat/put_on_coat_250804233643_00309_rgb.mp4,Thermal/put_on_coat/put_on_coat_250804233643_00309_inf.mp4,14,put_on_coat,train,FALSE
250528151426_00091,RGB/run/run_250528151426_00091_rgb.mp4,Thermal/run/run_250528151426_00091_inf.mp4,15,run,train,FALSE
250528152541_00376,RGB/run/run_250528152541_00376_rgb.mp4,Thermal/run/run_250528152541_00376_inf.mp4,15,run,train,FALSE
250607160658_00012,RGB/walk/walk_250607160658_00012_rgb.mp4,Thermal/walk/walk_250607160658_00012_inf.mp4,25,walk,train,FALSE
250619153702_00042,RGB/wave/wave_250619153702_00042_rgb.mp4,Thermal/wave/wave_250619153702_00042_inf.mp4,26,wave,train,FALSE
250729212211_00077,RGB/lift/lift_250729212211_00077_rgb.mp4,Thermal/lift/lift_250729212211_00077_inf.mp4,8,lift,train,TRUE
250530170752_00197,RGB/push/push_250530170752_00197_rgb.mp4,Thermal/push/push_250530170752_00197_inf.mp4,12,push,train,FALSE
250604114641_00166,RGB/photographing/photographing_250604114641_00166_rgb.mp4,Thermal/photographing/photographing_250604114641_00166_inf.mp4,9,photographing,train,FALSE
250622110818_00014,RGB/call/call_250622110818_00014_rgb.mp4,Thermal/call/call_250622110818_00014_inf.mp4,0,call,train,FALSE
250730153407_00007,RGB/pick/pick_250730153407_00007_rgb.mp4,Thermal/pick/pick_250730153407_00007_inf.mp4,10,pick,train,TRUE
250605193810_00128,RGB/drink/drink_250605193810_00128_rgb.mp4,Thermal/drink/drink_250605193810_00128_inf.mp4,5,drink,train,FALSE
250622121537_00037,RGB/using_smartphone/using_smartphone_250622121537_00037_rgb.mp4,Thermal/using_smartphone/using_smartphone_250622121537_00037_inf.mp4,24,using_smartphone,train,FALSE
250712153933_00011,RGB/crouch/crouch_250712153933_00011_rgb.mp4,Thermal/crouch/crouch_250712153933_00011_inf.mp4,2,crouch,train,TRUE
250624022707_00067,RGB/door_close/door_close_250624022707_00067_rgb.mp4,Thermal/door_close/door_close_250624022707_00067_inf.mp4,3,door_close,train,FALSE
250712180315_00171,RGB/turn/turn_250712180315_00171_rgb.mp4,Thermal/turn/turn_250712180315_00171_inf.mp4,22,turn,train,FALSE
250619152955_00079,RGB/searching/searching_250619152955_00079_rgb.mp4,Thermal/searching/searching_250619152955_00079_inf.mp4,16,searching,train,FALSE
250725131524_00075,RGB/door_close/door_close_250725131524_00075_rgb.mp4,Thermal/door_close/door_close_250725131524_00075_inf.mp4,3,door_close,train,FALSE
250607160343_00022,RGB/walk/walk_250607160343_00022_rgb.mp4,Thermal/walk/walk_250607160343_00022_inf.mp4,25,walk,train,FALSE
250604181056_00039,RGB/climb_stairs/climb_stairs_250604181056_00039_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604181056_00039_inf.mp4,1,climb_stairs,train,FALSE
250712200328_00106,RGB/holding_umbrella/open_umbrella_250712200328_00106_rgb.mp4,Thermal/holding_umbrella/open_umbrella_250712200328_00106_inf.mp4,6,holding_umbrella,train,FALSE
250607173745_00046,RGB/sleeping/sleeping_250607173745_00046_rgb.mp4,Thermal/sleeping/sleeping_250607173745_00046_inf.mp4,19,sleeping,train,FALSE
250730122819_00077,RGB/using_smartphone/using_smartphone_250730122819_00077_rgb.mp4,Thermal/using_smartphone/using_smartphone_250730122819_00077_inf.mp4,24,using_smartphone,train,FALSE
250622172154_00078,RGB/stand/stand_250622172154_00078_rgb.mp4,Thermal/stand/stand_250622172154_00078_inf.mp4,21,stand,train,FALSE
250607173447_00005,RGB/sleeping/sleeping_250607173447_00005_rgb.mp4,Thermal/sleeping/sleeping_250607173447_00005_inf.mp4,19,sleeping,train,FALSE
250619152048_00023,RGB/call/call_250619152048_00023_rgb.mp4,Thermal/call/call_250619152048_00023_inf.mp4,0,call,train,FALSE
250604174647_00022,RGB/slap/clap_250604174647_00022_rgb.mp4,Thermal/slap/clap_250604174647_00022_inf.mp4,18,slap,train,FALSE
250712211227_00439,RGB/jump/jump_250712211227_00439_rgb.mp4,Thermal/jump/jump_250712211227_00439_inf.mp4,7,jump,train,FALSE
250530171426_00106,RGB/push/push_250530171426_00106_rgb.mp4,Thermal/push/push_250530171426_00106_inf.mp4,12,push,train,FALSE
250607160840_00054,RGB/walk/walk_250607160840_00054_rgb.mp4,Thermal/walk/walk_250607160840_00054_inf.mp4,25,walk,train,FALSE
250604114710_00176,RGB/photographing/photographing_250604114710_00176_rgb.mp4,Thermal/photographing/photographing_250604114710_00176_inf.mp4,9,photographing,train,FALSE
250602122445_00049,RGB/run/run_250602122445_00049_rgb.mp4,Thermal/run/run_250602122445_00049_inf.mp4,15,run,train,FALSE
250607001540_00041,RGB/put_on_coat/put_on_coat_250607001540_00041_rgb.mp4,Thermal/put_on_coat/put_on_coat_250607001540_00041_inf.mp4,14,put_on_coat,train,FALSE
250726172727_00238,RGB/turn/turn_250726172727_00238_rgb.mp4,Thermal/turn/turn_250726172727_00238_inf.mp4,22,turn,train,FALSE
250622141728_00090,RGB/stand/stand_250622141728_00090_rgb.mp4,Thermal/stand/stand_250622141728_00090_inf.mp4,21,stand,train,FALSE
250804214752_00131,RGB/sit/sit_250804214752_00131_rgb.mp4,Thermal/sit/sit_250804214752_00131_inf.mp4,17,sit,train,TRUE
250804223104_00223,RGB/put_on_coat/put_on_coat_250804223104_00223_rgb.mp4,Thermal/put_on_coat/put_on_coat_250804223104_00223_inf.mp4,14,put_on_coat,train,FALSE
250607160026_00007,RGB/walk/walk_250607160026_00007_rgb.mp4,Thermal/walk/walk_250607160026_00007_inf.mp4,25,walk,train,FALSE
250712192536_00062,RGB/holding_umbrella/hold_umbrella_stoop_250712192536_00062_rgb.mp4,Thermal/holding_umbrella/hold_umbrella_stoop_250712192536_00062_inf.mp4,6,holding_umbrella,train,FALSE
250603155448_00088,RGB/using_smartphone/using_smartphone_250603155448_00088_rgb.mp4,Thermal/using_smartphone/using_smartphone_250603155448_00088_inf.mp4,24,using_smartphone,train,FALSE
250606150553_00005,RGB/searching/searching_250606150553_00005_rgb.mp4,Thermal/searching/searching_250606150553_00005_inf.mp4,16,searching,train,FALSE
250528152335_00323,RGB/run/run_250528152335_00323_rgb.mp4,Thermal/run/run_250528152335_00323_inf.mp4,15,run,train,FALSE
250726170713_00185,RGB/turn/turn_250726170713_00185_rgb.mp4,Thermal/turn/turn_250726170713_00185_inf.mp4,22,turn,train,FALSE
250602122656_00086,RGB/run/run_250602122656_00086_rgb.mp4,Thermal/run/run_250602122656_00086_inf.mp4,15,run,train,FALSE
250604174312_00095,RGB/call/call_250604174312_00095_rgb.mp4,Thermal/call/call_250604174312_00095_inf.mp4,0,call,train,FALSE
250605174622_00099,RGB/wave/wave_250605174622_00099_rgb.mp4,Thermal/wave/wave_250605174622_00099_inf.mp4,26,wave,train,FALSE
250619153146_00001,RGB/searching/searching_250619153146_00001_rgb.mp4,Thermal/searching/searching_250619153146_00001_inf.mp4,16,searching,train,FALSE
250530170517_00152,RGB/push/push_250530170517_00152_rgb.mp4,Thermal/push/push_250530170517_00152_inf.mp4,12,push,train,FALSE
250528151504_00107,RGB/run/run_250528151504_00107_rgb.mp4,Thermal/run/run_250528151504_00107_inf.mp4,15,run,train,FALSE
250624194552_00023,RGB/turn/turn_250624194552_00023_rgb.mp4,Thermal/turn/turn_250624194552_00023_inf.mp4,22,turn,train,FALSE
250604173736_00125,RGB/call/call_250604173736_00125_rgb.mp4,Thermal/call/call_250604173736_00125_inf.mp4,0,call,train,FALSE
250607165447_00014,RGB/sleeping/sleeping_250607165447_00014_rgb.mp4,Thermal/sleeping/sleeping_250607165447_00014_inf.mp4,19,sleeping,train,FALSE
250804214633_00126,RGB/stand/stand_250804214633_00126_rgb.mp4,Thermal/stand/stand_250804214633_00126_inf.mp4,21,stand,train,FALSE
250525232620_00222,RGB/turn/turn_250525232620_00222_rgb.mp4,Thermal/turn/turn_250525232620_00222_inf.mp4,22,turn,train,FALSE
250724123438_00069,RGB/turn/turn_250724123438_00069_rgb.mp4,Thermal/turn/turn_250724123438_00069_inf.mp4,22,turn,train,FALSE
250606153124_00024,RGB/pour/pour_250606153124_00024_rgb.mp4,Thermal/pour/pour_250606153124_00024_inf.mp4,11,pour,train,FALSE
250619153409_00038,RGB/wave/wave_250619153409_00038_rgb.mp4,Thermal/wave/wave_250619153409_00038_inf.mp4,26,wave,train,FALSE
250605195239_00072,RGB/drink/drink_250605195239_00072_rgb.mp4,Thermal/drink/drink_250605195239_00072_inf.mp4,5,drink,train,FALSE
250603160809_00046,RGB/slap/slap_250603160809_00046_rgb.mp4,Thermal/slap/slap_250603160809_00046_inf.mp4,18,slap,train,FALSE
250605194241_00061,RGB/drink/drink_250605194241_00061_rgb.mp4,Thermal/drink/drink_250605194241_00061_inf.mp4,5,drink,train,FALSE
250604154850_00027,RGB/climb_stairs/climb_stairs_250604154850_00027_rgb.mp4,Thermal/climb_stairs/climb_stairs_250604154850_00027_inf.mp4,1,climb_stairs,train,FALSE
250605194804_00004,RGB/drink/drink_250605194804_00004_rgb.mp4,Thermal/drink/drink_250605194804_00004_inf.mp4,5,drink,train,FALSE
250602122442_00048,RGB/run/run_250602122442_00048_rgb.mp4,Thermal/run/run_250602122442_00048_inf.mp4,15,run,train,FALSE
250607160643_00006,RGB/walk/walk_250607160643_00006_rgb.mp4,Thermal/walk/walk_250607160643_00006_inf.mp4,25,walk,train,FALSE
250712200843_00342,RGB/turn/turn_250712200843_00342_rgb.mp4,Thermal/turn/turn_250712200843_00342_inf.mp4,22,turn,train,FALSE
250606153431_00002,RGB/pour/pour_250606153431_00002_rgb.mp4,Thermal/pour/pour_250606153431_00002_inf.mp4,11,pour,train,FALSE
250729223749_00155,RGB/pick/pick_250729223749_00155_rgb.mp4,Thermal/pick/pick_250729223749_00155_inf.mp4,10,pick,train,TRUE
250624191941_00060,RGB/stand/stand_250624191941_00060_rgb.mp4,Thermal/stand/stand_250624191941_00060_inf.mp4,21,stand,train,FALSE
250730013038_00052,RGB/pick/pick_250730013038_00052_rgb.mp4,Thermal/pick/pick_250730013038_00052_inf.mp4,10,pick,train,TRUE
250602122824_00111,RGB/run/run_250602122824_00111_rgb.mp4,Thermal/run/run_250602122824_00111_inf.mp4,15,run,train,FALSE
250622235729_00015,RGB/put_on_coat/put_on_coat_250622235729_00015_rgb.mp4,Thermal/put_on_coat/put_on_coat_250622235729_00015_inf.mp4,14,put_on_coat,train,FALSE
250619152106_00035,RGB/call/call_250619152106_00035_rgb.mp4,Thermal/call/call_250619152106_00035_inf.mp4,0,call,train,FALSE
250528152526_00370,RGB/run/run_250528152526_00370_rgb.mp4,Thermal/run/run_250528152526_00370_inf.mp4,15,run,train,FALSE
