sample_id,dataset,role,modality,path_rgb,path_thermal,sequence_id,subject_id,frame_index,original_label,project_label,status,issue_code,split,notes
mot20_train_MOT20-01_000382,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000382.jpg,none,MOT20-01,none,382,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000383,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000383.jpg,none,MOT20-01,none,383,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000384,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000384.jpg,none,MOT20-01,none,384,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000385,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000385.jpg,none,MOT20-01,none,385,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000386,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000386.jpg,none,MOT20-01,none,386,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000387,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000387.jpg,none,MOT20-01,none,387,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000388,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000388.jpg,none,MOT20-01,none,388,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000389,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000389.jpg,none,MOT20-01,none,389,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000390,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000390.jpg,none,MOT20-01,none,390,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000391,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000391.jpg,none,MOT20-01,none,391,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000392,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000392.jpg,none,MOT20-01,none,392,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000393,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000393.jpg,none,MOT20-01,none,393,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000394,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000394.jpg,none,MOT20-01,none,394,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000395,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000395.jpg,none,MOT20-01,none,395,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000396,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000396.jpg,none,MOT20-01,none,396,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000397,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000397.jpg,none,MOT20-01,none,397,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000398,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000398.jpg,none,MOT20-01,none,398,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000399,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000399.jpg,none,MOT20-01,none,399,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000400,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000400.jpg,none,MOT20-01,none,400,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000401,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000401.jpg,none,MOT20-01,none,401,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000402,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000402.jpg,none,MOT20-01,none,402,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000403,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000403.jpg,none,MOT20-01,none,403,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000404,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000404.jpg,none,MOT20-01,none,404,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000405,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000405.jpg,none,MOT20-01,none,405,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000406,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000406.jpg,none,MOT20-01,none,406,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000407,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000407.jpg,none,MOT20-01,none,407,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000408,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000408.jpg,none,MOT20-01,none,408,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000409,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000409.jpg,none,MOT20-01,none,409,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000410,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000410.jpg,none,MOT20-01,none,410,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000411,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000411.jpg,none,MOT20-01,none,411,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000412,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000412.jpg,none,MOT20-01,none,412,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000413,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000413.jpg,none,MOT20-01,none,413,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000414,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000414.jpg,none,MOT20-01,none,414,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000415,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000415.jpg,none,MOT20-01,none,415,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000416,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000416.jpg,none,MOT20-01,none,416,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000417,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000417.jpg,none,MOT20-01,none,417,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000418,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000418.jpg,none,MOT20-01,none,418,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000419,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000419.jpg,none,MOT20-01,none,419,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000420,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000420.jpg,none,MOT20-01,none,420,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000421,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000421.jpg,none,MOT20-01,none,421,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000422,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000422.jpg,none,MOT20-01,none,422,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000423,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000423.jpg,none,MOT20-01,none,423,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000424,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000424.jpg,none,MOT20-01,none,424,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000425,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000425.jpg,none,MOT20-01,none,425,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000426,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000426.jpg,none,MOT20-01,none,426,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000427,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000427.jpg,none,MOT20-01,none,427,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000428,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000428.jpg,none,MOT20-01,none,428,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-01_000429,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-01/000429.jpg,none,MOT20-01,none,429,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000001,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000001.jpg,none,MOT20-02,none,1,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000002,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000002.jpg,none,MOT20-02,none,2,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000003,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000003.jpg,none,MOT20-02,none,3,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000004,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000004.jpg,none,MOT20-02,none,4,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000005,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000005.jpg,none,MOT20-02,none,5,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000006,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000006.jpg,none,MOT20-02,none,6,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000007,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000007.jpg,none,MOT20-02,none,7,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000008,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000008.jpg,none,MOT20-02,none,8,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000009,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000009.jpg,none,MOT20-02,none,9,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000010,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000010.jpg,none,MOT20-02,none,10,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000011,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000011.jpg,none,MOT20-02,none,11,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000012,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000012.jpg,none,MOT20-02,none,12,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000013,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000013.jpg,none,MOT20-02,none,13,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000014,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000014.jpg,none,MOT20-02,none,14,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000015,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000015.jpg,none,MOT20-02,none,15,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000016,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000016.jpg,none,MOT20-02,none,16,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000017,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000017.jpg,none,MOT20-02,none,17,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000018,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000018.jpg,none,MOT20-02,none,18,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000019,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000019.jpg,none,MOT20-02,none,19,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000020,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000020.jpg,none,MOT20-02,none,20,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000021,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000021.jpg,none,MOT20-02,none,21,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000022,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000022.jpg,none,MOT20-02,none,22,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000023,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000023.jpg,none,MOT20-02,none,23,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000024,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000024.jpg,none,MOT20-02,none,24,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000025,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000025.jpg,none,MOT20-02,none,25,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000026,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000026.jpg,none,MOT20-02,none,26,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000027,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000027.jpg,none,MOT20-02,none,27,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000028,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000028.jpg,none,MOT20-02,none,28,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000029,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000029.jpg,none,MOT20-02,none,29,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000030,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000030.jpg,none,MOT20-02,none,30,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000031,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000031.jpg,none,MOT20-02,none,31,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000032,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000032.jpg,none,MOT20-02,none,32,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000033,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000033.jpg,none,MOT20-02,none,33,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000034,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000034.jpg,none,MOT20-02,none,34,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000035,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000035.jpg,none,MOT20-02,none,35,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000036,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000036.jpg,none,MOT20-02,none,36,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000037,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000037.jpg,none,MOT20-02,none,37,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000038,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000038.jpg,none,MOT20-02,none,38,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000039,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000039.jpg,none,MOT20-02,none,39,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000040,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000040.jpg,none,MOT20-02,none,40,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000041,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000041.jpg,none,MOT20-02,none,41,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000042,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000042.jpg,none,MOT20-02,none,42,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000043,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000043.jpg,none,MOT20-02,none,43,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000044,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000044.jpg,none,MOT20-02,none,44,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000045,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000045.jpg,none,MOT20-02,none,45,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000046,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000046.jpg,none,MOT20-02,none,46,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000047,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000047.jpg,none,MOT20-02,none,47,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000048,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000048.jpg,none,MOT20-02,none,48,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000049,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000049.jpg,none,MOT20-02,none,49,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000050,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000050.jpg,none,MOT20-02,none,50,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000051,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000051.jpg,none,MOT20-02,none,51,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000052,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000052.jpg,none,MOT20-02,none,52,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000053,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000053.jpg,none,MOT20-02,none,53,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000054,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000054.jpg,none,MOT20-02,none,54,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000055,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000055.jpg,none,MOT20-02,none,55,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000056,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000056.jpg,none,MOT20-02,none,56,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000057,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000057.jpg,none,MOT20-02,none,57,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000058,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000058.jpg,none,MOT20-02,none,58,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000059,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000059.jpg,none,MOT20-02,none,59,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000060,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000060.jpg,none,MOT20-02,none,60,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000061,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000061.jpg,none,MOT20-02,none,61,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000062,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000062.jpg,none,MOT20-02,none,62,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000063,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000063.jpg,none,MOT20-02,none,63,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000064,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000064.jpg,none,MOT20-02,none,64,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000065,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000065.jpg,none,MOT20-02,none,65,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000066,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000066.jpg,none,MOT20-02,none,66,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000067,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000067.jpg,none,MOT20-02,none,67,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000068,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000068.jpg,none,MOT20-02,none,68,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
mot20_train_MOT20-02_000069,MOT20,C,rgb,${MOT20_PROCESSED_ROOT}/images/train/MOT20-02/000069.jpg,none,MOT20-02,none,69,pedestrian,person,fix,F-LABEL-NORM,train,MOT20 pedestrian label normalized to person.
